0,10,0,1,0,0,7,8,91,1,8,3,1,8,5,27,0.86,0,8,50,1,2,6,2,4,2.125,1,11,1,3.375,1,3,1.363636,0,6,6,3,5,0.966981,0.666667,0,1,3,1,0
0,4,0,1,1,8,7,15,157,1,15,1,3,3,14,22,1.67,0,7,86,4,0,7,1,7,2.533333,1,3,1,1.266667,1,1,0.277778,0,2,2,2,0,0.937729,0.5,0,2,2,0,0
0,4,0,1,1,8,9,11,147,1,11,0,1,2,11,14,2.19,0,3,86,8,0,5,2,8,3.090909,1,3,1,1.090909,1,1,0.285714,0,3,3,3,1,0.917749,0.333333,0,2,3,1,0
0,6,0,1,1,0,9,3,64,1,3,1,1,2,2,6,2.13,0,3,50,2,0,1,1,4,2,1,6,1,1.333333,1,1,0.6,0,2,2,2,0,0.971429,0.5,0,1,2,1,0
0,5,0,1,1,0,12,4,86,1,4,1,1,2,3,7,2.61,0,4,75,2,0,1,1,5,2.5,0,4,2,1.25,1,1,0.5,0,2,2,2,0,0.968992,0.5,0,1,2,1,0
1,22,0,1,4,0,11,8,125,2,8,3,0,7,4,56,0.98,2,8,100,3,0,3,2,3,1.75,1,13,0,2.375,1,4,1.333333,0,5,5,4,4,0.92029,0.4,0,1,4,4,0
1,6,0,1,1,0,6,7,67,1,7,1,2,2,5,15,1.22,0,7,76,7,0,4,1,4,1.428571,0,7,2,1.142857,1,1,0.333333,0,9,9,3,66,0.940741,0.666667,0,2,3,0,2
1,11,0,1,2,0,7,14,133,2,14,8,1,7,5,69,0.67,0,14,100,3,0,17,2,5,2,0,22,0,2.214286,1,4,0.941176,0,16,16,6,217,0.905556,0.6875,0,2,6,2,2
3,8,0,1,4,1,5,16,116,2,16,1,8,7,12,52,0.66,0,15,84,7,0,13,1,6,2.0625,1,17,1,1.9375,1,3,0.631579,0,10,10,3,192,0.954819,0.7,0,1,3,1,2
1,3,0,1,1,0,3,1,24,1,1,0,0,1,0,0,2.67,0,1,100,1,0,0,2,0,0,0,1,1,1,1,0,0,0,3,3,3,2,0.945946,0.333333,0,2,3,0,0
0,10,0,1,0,0,7,1,33,1,1,0,0,1,1,2,2.36,2,1,0,3,0,0,1,0,0,0,3,3,1,1,4,1,0,5,5,3,18,0.846154,0.6,0,2,3,1,0
0,6,0,1,2,0,7,10,98,2,10,3,2,1,7,19,1.27,0,10,100,7,0,7,2,5,3,1,5,2,1,1,2,0.142857,0,2,2,2,0,0.849741,0.5,0,3,2,0,0
2,8,0,1,4,0,5,25,190,4,25,14,2,3,9,73,0.82,0,25,100,6,2,10,2,6,2.56,1,10,1,1.36,1,2,0.533333,0,8,8,4,18,0.809013,0.375,0,2,4,3,0
0,9,0,1,5,0,4,13,76,5,13,5,2,2,8,24,0.72,0,13,100,7,0,6,2,2,1.384615,1,6,1,1.076923,1,1,0.157895,0,2,2,2,0,0.855721,0.5,0,3,2,0,0
0,7,0,1,2,0,2,5,36,2,5,1,0,1,4,9,0.92,0,5,100,6,1,5,2,3,1.4,1,7,1,1,1,0,0,0,2,2,2,1,0.988235,0.5,0,1,2,1,0
0,5,0,1,3,0,3,6,39,2,6,5,0,1,1,7,0.87,0,6,100,4,1,10,2,2,0.833333,0,5,0,1,1,1,0.1,0,4,4,4,2,0.709677,0.25,0,3,4,0,0
0,4,0,1,0,0,5,5,55,1,5,2,0,2,3,8,1.9,0,5,0,1,1,1,2,3,1.6,1,5,0,1.2,1,1,0.428571,0,2,2,2,0,0.763441,0.5,0,3,2,0,0
0,4,0,1,0,0,3,1,27,1,1,1,0,1,0,1,3,0,1,0,2,1,1,1,2,2,2,2,2,1,1,0,0,0,3,3,3,4,0.435897,0.333333,0,4,3,0,0
0,11,0,1,1,0,3,5,45,2,5,2,1,2,3,13,0.94,2,5,83,5,1,7,2,3,1.2,0,13,0,1.4,1,1,0.625,0,4,4,4,13,0.779817,0.25,0,3,4,1,0
0,4,0,1,2,0,4,10,74,2,10,2,0,1,8,11,1.45,0,10,100,8,1,4,2,7,3,1,4,1,1,1,0,0,0,3,3,3,16,0.845638,0.333333,0,2,3,2,0
0,1,3,1,0,0,6,3,67,1,3,0,0,1,0,0,7.44,0,3,0,3,1,1,1,1,1,1,0,0,1,1,0,0,0,2,2,2,0,0.756098,0.5,0,2,2,2,0
0,4,0,1,2,0,3,1,31,1,1,1,0,1,0,1,3.1,0,1,100,3,0,0,1,1,1,1,2,2,1,1,0,0,0,2,2,2,0,0.622222,0.5,0,2,2,1,0
0,4,0,1,1,0,3,13,63,1,13,0,3,2,13,16,0.91,0,13,78,1,0,2,2,4,1.846154,1,4,1,1.076923,1,1,0.25,0,2,2,2,0,0.865385,0.5,0,2,2,2,0
0,10,0,1,6,0,3,5,43,3,5,1,0,3,4,18,0.6,2,5,100,6,0,6,2,5,2.2,0,14,1,1.6,1,0,0,0,5,5,3,7,0.525926,0.6,0,4,3,2,1
0,6,0,1,1,0,2,5,39,2,5,1,1,3,4,8,0.85,0,5,100,4,0,4,1,2,0.8,0,12,1,1.2,1,1,0.375,0,3,3,3,6,0.72449,0.333333,0,3,3,2,0
0,8,3,1,1,3,3,10,72,2,10,4,1,3,3,26,0.73,0,7,50,5,0,5,1,5,2.2,0,6,1,1.8,1,1,0.692308,0,2,2,2,0,0.864583,0.5,0,3,2,1,0
0,3,0,1,0,0,3,3,33,1,3,1,1,1,2,3,1.83,0,3,33,8,1,3,2,4,1.666667,0,3,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0
0,4,0,1,0,0,4,3,37,1,3,0,1,1,3,4,1.76,0,3,33,7,0,2,2,4,2,1,3,2,1,1,0,0,0,2,2,2,0,0.676923,0.5,0,3,2,0,0
0,4,0,1,0,0,4,3,37,1,3,0,1,1,3,4,1.76,0,3,33,6,1,2,2,4,2,1,3,2,1,1,0,0,0,2,2,2,0,0.671875,0.5,0,3,2,0,0
0,4,0,1,0,0,0,1,28,1,1,0,0,1,1,1,3.11,0,1,0,9,0,1,1,2,2,2,2,2,1,1,0,0,0,3,3,3,33,0.390244,0.333333,0,4,3,1,0
7,6,0,1,10,2,6,55,479,7,55,7,19,17,41,123,1.08,0,53,100,6,3,20,1,7,2.127273,0,29,0,36.127273,1,3,0.375,0,7,7,5,6,0.872906,0.428571,0,2,5,4,1
0,6,0,1,2,0,4,8,63,2,8,4,0,1,4,8,1.26,0,8,100,6,1,7,2,8,2.75,0,4,0,1,1,0,0,0,2,2,2,0,0.825758,0.5,0,3,2,0,0
0,6,0,1,2,0,5,7,68,2,7,3,0,1,4,8,1.55,0,7,100,7,1,5,2,7,3,1,3,0,1,1,0,0,0,2,2,2,0,0.8125,0.5,0,3,2,0,0
0,6,0,1,1,0,8,3,57,1,3,1,0,1,2,8,1.68,0,3,100,7,0,8,1,5,4.333333,3,9,2,1,1,0,0,0,2,2,2,0,0.704082,0.5,0,3,2,1,0
0,6,0,1,2,0,4,4,41,2,4,3,0,1,1,5,1.24,1,4,100,8,0,3,2,3,2,1,3,1,1,1,0,0,0,2,2,2,0,0.686047,0.5,0,3,2,0,0
0,6,0,1,2,0,10,3,48,2,3,2,0,1,1,3,1.92,0,3,100,8,0,2,2,2,2,2,2,1,1,1,0,0,0,2,2,2,0,0.7125,0.5,0,3,2,1,0
0,8,0,1,2,0,4,4,42,2,4,2,0,2,2,8,1.2,1,4,100,7,0,3,2,3,1.75,1,4,0,1.25,1,1,0.5,0,3,3,3,1,0.707865,0.333333,0,3,3,4,0
0,5,0,1,1,0,3,6,59,1,6,2,1,1,4,13,1.34,0,6,83,2,0,4,1,5,1.666667,0,6,1,1,1,0,0,0,4,4,4,2,0.77193,0.25,0,3,4,1,1
1,6,0,1,5,0,6,21,182,5,21,7,5,4,13,42,1.12,0,21,100,6,0,5,2,6,1.857143,0,8,0,1.190476,1,3,0.5,0,4,4,3,84,0.897172,0.5,0,2,3,1,1
0,7,0,1,2,0,6,4,56,2,4,1,1,2,3,7,1.7,1,4,100,6,2,2,2,3,1.5,1,6,1,1.25,1,0,0,0,2,2,2,0,0.811881,0.5,0,3,2,0,0
0,8,0,1,1,0,6,5,56,1,5,0,1,2,5,11,1.12,0,5,50,1,0,2,2,4,3.2,3,4,1,2,2,1,1,1,2,2,2,0,0.862069,0.5,0,2,2,1,0
0,1,5,1,0,0,6,5,98,1,5,0,0,1,0,0,8.91,0,5,0,3,1,2,1,4,1.2,0,1,0,1,1,0,0,0,2,2,2,0,0.855932,0.5,0,2,2,1,0
0,1,3,1,0,0,7,3,46,1,3,0,0,1,0,0,4.6,0,3,0,3,1,1,2,1,1,1,0,0,1,1,0,0,0,3,3,3,2,0.770492,0.333333,0,2,3,1,0
0,1,3,1,0,0,5,3,48,1,3,0,0,1,0,0,4.8,0,3,0,3,1,1,1,2,1.333333,1,1,0,1,1,0,0,0,2,2,2,0,0.714286,0.5,0,3,2,0,0
0,10,0,1,2,0,5,11,112,4,11,0,1,7,11,29,1.04,0,11,100,6,5,3,2,7,2.181818,0,8,1,1.909091,1,1,0.470588,0,2,2,2,0,0.894515,0.5,0,3,2,0,0
1,14,0,2,1,0,6,3,42,1,3,0,1,3,2,13,0.82,1,3,66,1,0,2,2,6,4,3,5,2,3,2,1,1,1,2,2,2,0,0.828571,0.5,0,2,2,1,0
0,7,0,1,1,0,10,4,65,1,4,1,2,3,3,10,1.71,0,4,66,7,0,5,1,5,3.5,3,4,2,1.75,1,1,0.5,0,2,2,2,0,0.840708,0.5,0,2,2,1,0
0,1,1,1,0,0,10,1,31,1,1,0,0,1,0,0,5.17,0,1,0,3,2,2,1,2,2,2,1,1,1,1,0,0,0,2,2,2,0,0.585366,0.5,0,3,2,0,0
0,4,0,1,0,0,3,2,27,1,2,0,0,1,2,2,1.8,0,2,0,1,0,3,2,1,0.5,0,1,1,1,1,0,0,0,2,2,2,0,0.413043,0.5,0,3,2,2,0
0,5,1,1,5,1,4,5,54,1,5,1,0,2,3,9,1.2,0,4,84,4,0,3,1,8,3,1,3,2,1.2,1,1,0.5,0,6,6,4,49,0.724138,0.5,0,4,4,0,0
0,4,0,1,1,0,3,3,40,1,3,1,0,1,2,3,1.6,0,3,100,4,0,6,1,3,2.333333,2,4,2,1,1,0,0,0,4,4,4,24,0.736111,0.25,0,3,4,0,0
4,9,7,1,2,2,2,17,74,2,17,1,15,5,5,74,0.36,0,15,82,5,0,2,2,9,3.294118,0,31,1,1.705882,1,3,0.761905,0,2,2,2,0,0.873418,0.5,0,3,2,2,0
0,6,0,1,3,0,9,7,101,2,7,0,2,2,7,11,1.77,0,7,100,8,0,2,2,7,2.571429,1,4,1,1.142857,1,1,0.363636,0,4,4,4,17,0.67052,0.25,0,3,4,2,0
0,9,0,1,0,0,2,7,41,1,7,5,1,5,2,21,0.51,1,7,57,6,2,9,1,7,3,0,23,0,1.571429,1,3,1.3,0,6,6,6,31,0.517483,0.166667,0,4,6,2,1
0,6,0,1,1,0,1,3,26,1,3,2,0,2,1,6,0.93,0,3,100,7,1,3,1,2,1,0,6,2,1.333333,1,1,0.6,0,2,2,2,0,0.703125,0.5,0,3,2,1,0
3,11,0,2,2,0,2,10,44,1,10,3,3,6,4,44,0.32,0,10,82,9,1,5,1,4,2.2,0,12,1,2.7,1,3,1.5,0,4,4,3,3,0.937799,0.5,0,1,3,3,1
0,6,0,1,1,0,2,3,31,1,3,2,0,2,1,6,1.11,0,3,100,7,1,3,1,2,1,0,6,2,1.333333,1,1,0.6,0,2,2,2,0,0.550725,0.5,0,4,2,0,0
3,6,0,1,17,0,3,43,232,9,43,22,6,2,18,71,0.83,0,43,100,6,4,9,2,14,2.023256,0,23,1,1.069767,1,1,0.12963,0,7,7,5,45,0.818182,0.285714,0,3,5,3,0
0,1,0,1,0,0,8,2,36,1,2,0,0,1,2,0,4.5,0,2,0,3,1,1,1,1,1,1,1,1,1,1,4,0.8,0,2,2,2,0,0.574468,0.5,0,4,2,0,0
0,25,1,3,1,0,9,4,71,1,4,0,0,11,3,32,0.64,3,4,100,6,0,4,1,3,2,1,15,2,15.25,1,4,2.666667,0,6,6,3,112,0.854369,0.5,0,3,3,3,1
0,9,0,1,1,0,4,3,39,1,3,1,0,3,2,9,1.05,2,3,100,4,1,4,1,4,2.333333,1,7,2,2,1,1,0.6,0,3,3,2,1,0.764045,0.666667,0,3,2,2,0
0,8,0,1,2,0,5,6,54,2,6,2,3,6,4,19,0.74,1,6,66,6,0,5,1,5,3,1,15,1,1.833333,1,3,1,0,3,3,2,3,0.785235,0.666667,0,3,2,2,1
0,16,0,1,2,0,4,5,51,1,5,2,4,9,3,32,0.5,1,5,70,5,0,4,1,9,2.8,1,12,1,8.4,1,2,1.25,0,3,3,2,3,0.727273,0.666667,0,2,2,4,0
1,8,0,1,3,0,5,9,77,2,9,7,2,3,1,23,0.84,0,9,85,9,1,7,2,5,3,1,14,1,1.555556,1,2,0.846154,0,3,3,3,28,0.690722,0.333333,0,4,3,0,0
0,4,0,1,1,0,7,6,101,1,6,0,0,1,6,6,3.16,0,6,100,10,1,2,1,4,1.833333,0,4,1,1,1,0,0,0,2,2,2,0,0.931034,0.5,0,1,2,2,0
0,1,1,1,0,0,18,1,61,1,1,0,0,1,0,0,6.78,0,1,0,4,2,2,2,1,1,1,0,0,1,1,0,0,0,2,2,2,0,0.819444,0.5,0,3,2,1,0
0,5,0,1,1,0,4,3,44,1,3,0,1,2,3,4,1.76,0,3,66,1,0,5,2,4,2,0,3,0,1.333333,1,1,0.6,0,3,3,3,1,0.702703,0.333333,0,4,3,1,0
0,1,0,1,3,0,8,2,48,1,2,0,0,1,2,0,4.8,0,2,100,3,1,0,1,2,1.5,1,1,0,1,1,1,0.2,0,2,2,2,0,0.84127,0.5,0,2,2,2,0
0,1,2,1,0,0,4,2,32,1,2,0,0,1,0,0,4.57,0,2,0,3,1,1,1,2,1.5,1,1,0,1,1,0,0,0,2,2,2,0,0.767442,0.5,0,2,2,2,0
