0,10,0,2,0,0,6,7,62,1,7,7,3,6,0,49,0.7,21,1,7,3,61,2,1,2,1,5,2.714286,1,10,1,5,2.428571,1,4,1.4,0,1,1,1,32,18,1,1,0,1,1,0,0
0,8,0,1,1,0,8,5,57,1,5,4,2,7,1,32,1.08,13,0,5,3,73,1,4,2,2,7,3.2,1,9,0,5,2.6,1,2,1.285714,0,2,2,2,30,28,0.98374,0.5,0,1,2,1,0
0,7,0,1,1,0,5,7,56,1,7,7,2,6,0,31,0.86,16,0,7,2,76,2,5,1,1,7,4,2,10,1,9,2.714286,1,2,1.111111,0,1,1,1,8,8,1,1,0,1,1,0,0
0,29,0,4,5,0,15,3,67,1,3,3,5,20,0,106,0.47,35,8,3,10,53,3,0,4,1,13,7.333333,1,16,1,17,9.333333,1,3,2.4,0,1,1,1,76,76,1,1,0,1,1,0,0
0,24,0,3,5,0,13,3,57,1,3,3,5,20,0,93,0.45,29,5,3,9,63,3,0,4,1,13,6.333333,1,13,1,17,8.333333,1,3,2.4,0,1,1,1,76,76,1,1,0,1,1,0,0
0,21,0,3,0,0,9,1,25,1,1,1,1,3,0,30,0.61,7,2,1,3,100,4,0,0,1,1,1,1,6,6,3,3,3,2,2,2,1,1,1,24,23,0.671233,1,0,2,1,0,0
0,1,1,1,0,0,5,1,21,1,1,0,0,1,0,0,4.2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,3,1,1,0,1,1,0,0
0,6,0,1,0,0,4,2,24,1,2,2,1,2,0,17,0.77,7,0,2,2,50,3,0,2,1,1,1,1,6,1,2,1.5,1,1,0.75,0,1,1,1,17,17,1,1,0,1,1,0,0
0,13,0,2,0,0,7,5,55,1,5,3,3,9,2,70,0.52,22,1,5,4,73,3,0,3,1,5,2.8,1,13,1,9,4,1,4,2.142857,0,1,1,1,56,50,1,1,0,1,1,0,0
0,28,0,4,1,0,10,3,49,1,3,3,4,21,0,122,0.31,21,3,3,8,46,3,1,2,1,7,4.333333,1,15,1,22,8.666667,1,2,1.6,0,1,1,1,86,94,0.964912,1,0,1,1,1,0
0,10,0,1,0,1,2,7,35,1,7,2,2,10,5,55,0.42,15,0,6,3,64,2,0,9,1,3,1.571429,1,7,1,10,2.428571,1,2,0.777778,0,1,1,1,32,33,0.798507,1,0,2,1,1,0
0,16,0,2,0,0,8,4,51,1,4,4,2,8,0,63,0.53,20,2,4,4,62,3,0,2,1,3,2,1,14,1,8,3.5,1,4,2.5,0,2,2,2,47,41,1,0.5,0,1,2,0,1
0,10,0,2,1,0,5,7,54,2,7,3,3,5,4,67,0.52,21,1,7,2,75,2,0,3,2,4,2,0,7,1,6,2.285714,1,4,1.4,0,1,1,1,56,48,0.99435,1,0,1,1,1,0
0,9,0,1,0,0,0,2,22,1,2,1,1,2,1,15,0.69,13,3,2,2,50,1,0,4,2,3,2.5,2,8,4,2,1.5,1,4,1.4,0,1,1,1,12,11,0.820896,1,0,2,1,0,0
0,3,0,1,0,0,5,2,27,1,2,1,1,1,1,3,1.93,4,0,2,1,50,1,6,0,2,7,6.5,6,3,2,1,1,1,4,0.8,0,1,1,1,2,3,1,1,0,1,1,0,0
0,5,0,1,0,0,6,9,78,1,9,3,2,4,6,26,1.22,22,0,9,1,61,2,0,3,1,4,1.888889,1,10,1,8,1.777778,1,1,0.272727,0,1,1,1,27,16,1,1,0,1,1,0,0
0,9,0,2,0,0,8,3,40,1,3,1,0,7,2,16,1.14,9,1,3,3,0,2,0,0,1,4,2.333333,1,11,2,9,3.666667,1,3,1.8,0,1,1,1,14,10,1,1,0,1,1,0,0
0,12,0,1,0,0,7,12,111,1,12,11,0,8,1,111,0.62,42,2,12,3,0,2,0,10,1,9,2.75,1,18,2,48,6.25,1,3,1.5,0,1,1,1,77,60,1,1,0,1,1,0,0
0,9,0,1,1,0,9,5,65,1,5,3,2,6,2,33,0.89,19,2,5,3,66,2,0,1,1,6,3.8,2,14,3,5,2.4,1,3,1.571429,0,1,1,1,35,27,1,1,0,1,1,0,0
0,5,0,1,2,0,7,9,83,1,9,3,1,8,6,32,1.19,23,1,9,2,81,2,0,0,1,8,2.444444,1,10,1,8,1.777778,1,2,0.545455,0,1,1,1,38,24,1,1,0,1,1,0,0
