6,21,0,1,2,0,4,106,4,13,0.3,1,5,100,3,0,14,2,15,6.533333,0,31,9.4,1,16.733333,1,6,1.619048,0,2,2,1,522,1,1,0,1,1,0,1
0,8,0,1,0,0,1,33,0,6,0.44,0,2,50,2,0,2,1,6,2.857143,1,9,3.428571,1,2.285714,1,3,1.222222,0,1,1,1,118,1,1,0,1,1,0,0
2,12,0,1,2,2,3,95,6,10,0.34,0,3,83,3,0,12,2,14,5.222222,0,25,5.833333,1,4.222222,1,3,1.086957,0,3,3,1,458,1,1,0,1,1,0,0
9,18,3,2,8,0,2,98,5,26,0.17,0,4,90,2,1,15,2,25,6.714286,0,32,7.321429,1,127,1,4,1.333333,0,5,5,2,766,0.9729,0.8,0,1,2,2,0
0,4,2,1,0,0,1,37,0,2,1,0,1,60,2,0,6,1,5,2,0,4,1.4,0,1.2,1,6,1.125,0,1,1,1,84,1,1,0,1,1,0,0
10,8,3,1,3,3,1,164,0,19,0.21,0,2,92,2,0,42,3,21,3.434211,0,20,4.105263,0,2.236842,1,6,0.835443,0,7,7,3,1151,0.923954,0.714286,0,2,3,1,3
0,1,0,1,1,0,10,60,0,1,4,0,1,100,2,1,2,1,6,3.25,1,1,0.25,0,1,1,0,0,0,3,3,2,89,0.776471,0.666667,0,2,2,0,0
2,18,8,1,9,15,6,140,0,10,0.43,1,4,81,3,0,27,1,12,6.066667,3,16,8.533333,2,10.733333,1,4,1.722222,0,1,1,1,514,1,1,0,1,1,0,0
0,7,1,2,3,0,0,26,0,10,0.17,0,3,91,2,2,2,1,7,3.133333,0,6,2.2,1,2.533333,0,4,1.555556,0,1,1,1,199,1,1,0,1,1,0,0
9,11,0,2,4,1,2,97,0,9,0.29,0,3,89,1,0,9,1,8,5.555556,3,9,4.333333,1,4.148148,1,5,1.896552,0,1,1,1,482,1,1,0,1,1,0,0
0,9,0,2,1,0,4,89,0,9,0.51,0,3,48,3,1,3,1,16,6.875,1,9,3.6875,1,2.875,1,3,1,0,1,1,1,295,1,1,0,1,1,0,0
0,5,0,1,1,0,3,52,0,4,0.74,0,1,55,4,0,2,1,6,2.5,0,5,2.9,1,1.3,1,1,0.333333,0,1,1,1,138,1,1,0,1,1,0,0
1,11,0,1,2,0,1,36,0,5,0.31,0,3,46,2,0,5,1,10,5.75,3,10,6,4,3.125,1,3,1.9,0,1,1,1,164,1,1,0,1,1,0,0
0,3,0,1,1,0,0,20,0,1,1.43,0,1,100,3,0,0,1,7,3,0,3,2.333333,2,1,1,4,0.666667,0,1,1,1,39,1,1,0,1,1,0,0
0,5,0,1,1,1,0,22,0,2,0.81,0,2,50,2,0,3,1,4,2.5,1,3,2,1,1.5,1,1,0.75,0,3,3,1,59,1,1,0,1,1,0,0
1,20,0,2,1,1,5,63,0,16,0.31,0,6,41,1,0,4,2,11,4.75,2,14,5.5,1,70.75,1,4,1.909091,0,1,1,1,280,1,1,0,1,1,0,0
5,6,3,1,5,8,0,33,0,12,0.15,0,2,95,2,0,2,2,9,2.291667,0,16,3.041667,1,6.916667,0,3,0.5625,0,1,1,1,280,1,1,0,1,1,0,0
0,6,1,1,0,0,0,22,0,7,0.28,0,2,40,1,0,2,2,10,3.8,1,7,2.9,1,1.3,1,3,0.615385,0,1,1,1,114,1,1,0,1,1,0,0
0,1,0,1,0,0,4,29,0,1,3.22,0,1,0,2,1,0,1,1,0.5,0,1,1,1,1,1,0,0,0,1,1,1,43,1,1,0,1,1,0,0
0,4,5,1,2,0,0,20,0,8,0.18,0,2,73,2,0,0,1,7,2.526316,1,9,2.263158,1,1.210526,1,1,0.238095,0,1,1,1,156,1,1,0,1,1,0,0
0,8,5,1,2,1,0,53,1,7,0.23,0,2,80,2,0,7,2,9,4.47619,0,13,5.142857,1,2.47619,1,3,1,0,2,2,2,330,1,0.5,0,1,2,0,2
0,7,0,3,0,0,0,17,0,5,0.71,0,3,0,1,0,1,2,3,1.5,0,4,2.5,1,2.5,1,3,2.25,0,1,1,1,47,1,1,0,1,1,0,0
0,11,0,1,2,0,0,22,0,5,0.31,0,3,58,2,0,9,2,3,1.5,0,8,4.75,2,4.75,1,3,1.833333,0,1,1,1,108,1,1,0,1,1,0,0
1,14,0,1,1,5,3,50,0,7,0.41,0,3,40,1,0,3,2,7,4,1,8,4.5,2,3.125,1,1,0.461538,0,1,1,1,183,1,1,0,1,1,0,0
2,12,0,2,3,0,0,26,0,6,0.16,0,3,68,2,0,6,1,9,5.666667,2,9,5.666667,1,2.75,1,3,1.642857,0,1,1,1,212,1,1,0,1,1,0,0
0,9,0,1,0,1,1,21,0,1,1.31,0,1,0,1,0,3,1,6,6,6,4,4,4,1,1,0,0,0,1,1,1,41,1,1,0,1,1,0,0
0,21,0,1,10,2,1,26,0,2,0.19,0,2,50,1,0,10,2,9,4.714286,1,16,10.571429,1,1.571429,1,1,0.538462,0,2,2,2,177,0.960227,0.5,0,1,2,1,0
4,14,0,1,12,2,1,117,0,6,0.13,1,1,69,1,0,26,2,24,4.276316,0,31,4.934211,1,1.236842,1,3,0.168067,0,4,4,2,1215,0.804003,0.75,0,2,2,0,3
0,21,0,1,8,2,1,30,0,3,0.12,3,1,55,1,0,12,2,8,4.666667,1,20,7.555556,1,1.222222,1,2,0.5,0,2,2,2,325,0.936709,0.5,0,2,2,0,0
0,15,0,1,6,2,1,26,0,1,0.23,1,1,55,1,0,8,2,5,2.6,1,7,3.8,1,1,1,0,0,0,2,2,2,161,0.941935,0.5,0,2,2,0,0
0,8,0,1,2,2,0,22,0,3,0.2,0,1,25,2,1,12,2,2,1.111111,0,12,5.333333,1,1.333333,1,1,0.214286,0,2,2,2,149,0.97973,0.5,0,1,2,1,0
1,24,0,3,6,3,3,42,0,11,0.23,3,3,54,1,0,8,2,6,3.333333,1,22,7,1,9.5,1,3,1.333333,0,2,2,2,259,0.968627,0.5,0,1,2,1,0
0,15,0,1,2,2,1,61,2,3,0.72,0,3,100,2,0,6,1,7,4.5,2,11,8.25,6,2.25,2,5,1.875,1,0,0,0,0,0.993506,0,0,1,0,1,0
0,15,0,1,1,2,7,62,0,4,0.89,2,3,0,2,0,3,1,6,4.666667,3,10,7.666667,6,2.666667,1,1,0.833333,0,0,0,0,0,0.817568,0,0,2,0,0,0
