0,46,42,0,5,1,135,1,4,11,91,1,11,98,8,27,3,0.17,104,42,10,12,80,1,0,3,1,24,7.363636,2,23,10.909091,2,197416,18111.27273,1,8,3.857143,0,0,0,0,0,0,0.975709,0,0,1,0,2,0
3,51,17,0,1,0,34,1,3,4,70,1,4,54,0,4,1,0.31,25,17,3,9,43,1,0,1,1,7,5,4,26,13,4,3120,807.75,1,6,4.166667,0,0,0,0,0,0,0.933333,0,0,1,0,2,0
2,13,3,0,1,12,5,1,2,3,78,1,3,36,0,3,1,0.91,24,3,2,2,57,1,0,2,1,16,9.333333,3,9,6,4,3,1.666667,1,1,0.666667,0,0,0,0,0,0,0.967742,0,0,1,0,1,0
0,4,4,0,1,0,15,1,4,11,61,1,11,21,0,2,11,1.07,19,4,10,1,86,1,0,0,2,3,0.727273,0,4,1.454545,1,4,1.363636,1,2,0.642857,0,0,0,0,0,0,0.956204,0,0,1,0,1,0
0,4,4,0,1,0,15,1,4,11,59,1,11,21,0,2,11,1.05,19,4,10,1,95,1,0,0,2,2,0.454545,0,4,1.272727,1,4,1.363636,1,2,0.538462,0,0,0,0,0,0,0.955224,0,0,1,0,1,0
0,4,4,0,1,0,15,1,4,11,60,1,11,21,0,2,11,1.05,21,4,10,1,86,1,0,0,2,3,0.727273,0,4,1.454545,1,4,1.363636,1,2,0.538462,0,0,0,0,0,0,0.956522,0,0,1,0,1,0
0,4,4,0,1,0,15,1,4,11,60,1,11,21,0,2,11,1.05,20,4,10,1,86,1,0,0,2,3,0.727273,0,4,1.454545,1,4,1.363636,1,2,0.538462,0,0,0,0,0,0,0.956204,0,0,1,0,1,0
0,4,4,0,1,0,15,1,4,11,60,1,11,21,0,2,11,1.05,20,4,10,1,86,1,0,0,2,3,0.727273,0,4,1.454545,1,4,1.363636,1,2,0.538462,0,0,0,0,0,0,0.956204,0,0,1,0,1,0
1,11,4,0,1,7,10,4,0,4,34,1,4,35,0,0,3,0.47,18,4,0,3,71,1,0,0,1,10,4.75,2,5,3.75,3,4,2.25,1,2,1.333333,0,1,1,1,11,2,0.909836,1,0,2,1,0,0
0,19,3,0,1,0,3,1,0,1,23,1,1,10,0,0,1,0.92,12,3,0,3,0,1,0,0,1,1,1,1,7,7,7,3,3,3,1,1,1,0,0,0,0,0,0.9,0,0,2,0,0,0
16,10,4,0,1,4,65,3,4,34,239,2,34,126,0,7,18,0.56,119,4,31,2,93,2,0,1,1,8,3.705882,0,14,3.323529,1,6,2,1,2,0.756757,0,0,0,0,0,0,0.946429,0,0,2,0,0,0
0,12,8,3,2,4,29,3,4,8,63,1,8,41,0,0,5,0.49,42,8,5,4,56,2,0,2,1,4,2.5,0,8,5.25,1,65,10.875,1,3,1.9,0,0,0,0,0,0,0.793991,0,0,2,0,0,0
20,22,13,0,2,0,136,1,7,23,542,1,23,98,0,13,3,0.99,165,13,22,6,89,1,0,0,1,9,4.521739,0,18,5.434783,2,113,12.434783,1,4,1.48,0,0,0,0,0,0,0.914331,0,0,2,0,2,2
2,50,19,0,5,2,31,3,29,3,128,1,3,49,0,0,1,0.77,52,19,0,10,66,1,0,0,1,6,3,1,19,9.333333,4,1264,424.333333,1,8,5,0,0,0,0,0,0,0.979827,0,0,1,0,2,0
4,7,2,0,1,3,12,2,4,9,94,1,9,47,0,1,5,1.03,37,2,7,1,86,1,0,0,1,4,3.111111,1,8,3.222222,1,2,1.222222,1,1,0.363636,0,0,0,0,0,0,1,0,0,1,0,0,0
52,10,7,0,1,53,113,1,3,73,481,3,73,413,0,17,21,0.57,251,7,72,2,97,2,0,3,1,18,4.424658,1,22,4.383562,0,17,1.958904,1,3,0.454545,0,0,0,0,0,0,0.998734,0,0,1,0,1,0
0,47,8,2,2,1,17,3,9,3,56,1,3,26,0,0,1,0.37,42,8,0,6,33,1,0,2,1,66,23.333333,1,19,7.666667,1,60,21.333333,1,2,1.4,0,2,2,2,2,0,0.626506,0.5,0,2,2,3,0
28,8,12,0,1,16,86,0,6,34,338,3,34,123,0,2,6,0.99,137,12,34,3,92,2,0,2,2,13,3.970588,0,15,3.411765,1,134,6.058824,1,2,0.769231,0,5,5,1,173,50,0.946144,1,0,2,1,0,0
2,4,6,3,1,0,56,0,0,38,34,1,38,53,10,9,23,0.18,57,6,38,1,89,1,1,11,1,429,18.605263,1,6,1.710526,0,18,1.789474,1,5,0.487805,0,1,1,1,2,4,0.888087,1,0,2,1,3,2
0,5,3,0,2,0,6,0,0,4,17,1,4,11,0,3,4,0.57,12,3,4,2,50,2,0,0,1,4,2.25,1,3,2.5,2,3,1.5,1,2,1,0,0,0,0,0,0,0.385965,0,0,4,0,0,0
0,5,3,0,1,1,12,0,0,9,30,1,9,20,0,0,9,0.52,22,3,9,1,88,4,0,5,1,9,5.222222,2,9,2.888889,2,4,1.444444,1,1,0.363636,0,1,1,1,11,1,0.363636,1,0,5,1,0,2
3,18,11,2,1,0,100,0,5,27,175,1,27,60,3,3,19,0.35,76,11,27,4,70,2,0,11,2,19,6.777778,1,15,6.666667,1,224,14.296296,1,3,1.413793,0,1,1,1,2,2,0.414765,1,0,4,1,6,8
1,14,4,0,1,0,16,0,12,5,108,1,5,22,0,4,4,1.3,20,4,5,3,40,2,0,6,1,9,5.2,1,9,5.8,2,5,3.2,2,2,1.428571,1,0,0,0,0,0,0.923077,0,0,1,0,5,0
1,9,4,0,1,0,16,0,6,5,70,1,5,16,0,3,4,1.27,22,4,5,3,66,2,0,5,1,8,3.8,1,7,2.8,1,5,2.6,1,1,0.714286,0,0,0,0,0,0,0.945205,0,0,2,0,0,0
1,9,4,0,2,0,13,0,1,4,19,1,4,10,0,2,3,0.45,14,4,4,3,50,2,0,2,1,10,5.75,1,6,2.75,1,4,2.25,1,1,0.833333,0,0,0,0,0,0,0.310811,0,0,5,0,1,0
1,18,6,0,3,0,21,0,10,5,97,1,5,27,0,6,4,0.94,11,6,5,4,50,2,0,0,1,18,9.8,4,10,5.8,1,16,5.6,1,3,2.142857,0,0,0,0,0,0,1,0,0,1,0,0,0
0,10,4,0,1,0,22,0,2,11,58,1,11,56,0,1,11,0.47,21,4,11,2,0,2,0,10,1,7,4,1,5,3.454545,3,4,1.636364,1,2,0.692308,0,0,0,0,0,0,1,0,0,1,0,0,0
0,10,4,0,1,0,22,0,2,11,53,1,11,56,0,1,11,0.43,21,4,11,2,0,3,0,10,1,7,4,1,5,3.454545,3,4,1.636364,1,2,0.692308,0,0,0,0,0,0,1,0,0,1,0,0,0
3,27,8,17,2,2,105,0,18,20,423,1,20,109,0,18,0,0.73,88,8,20,5,89,1,0,11,1,20,11.35,2,14,8.85,2,23,8,1,4,1.909091,0,0,0,0,0,0,0.7939,0,0,3,0,0,2
8,10,6,5,1,3,270,0,0,101,61,1,101,170,2,2,86,0.06,124,6,101,3,97,3,1,21,4,57,5.940594,0,17,5.039604,1,16,3.138614,1,2,1.126214,0,0,0,0,0,0,0.493671,0,0,2,0,7,0
0,4,3,0,1,0,43,0,1,41,79,1,41,85,0,0,41,0.42,58,3,41,1,0,4,0,13,1,8,0.268293,0,6,1.414634,1,3,1.04878,1,1,0.068182,0,0,0,0,0,0,0.356037,0,0,4,0,1,0
0,1,1,22,1,0,23,0,9,23,248,1,23,94,0,0,1,2.61,33,1,23,1,0,0,2,26,0,4,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.571809,0,0,3,0,4,0
0,4,1,0,1,0,1,0,1,1,24,1,1,4,0,1,1,2.67,7,1,1,1,0,1,0,0,1,335,335,335,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0.85,0,0,2,0,0,0
4,17,12,3,1,0,135,0,4,39,231,1,39,86,2,6,30,0.33,132,12,39,3,84,2,0,16,2,17,7.102564,1,18,6.820513,1,271,13.923077,1,3,1.219512,0,3,3,2,27,11,0.277567,0.666667,0,6,2,5,9
2,10,4,0,1,0,16,0,11,6,108,1,6,28,0,3,4,1.44,24,4,6,3,61,2,0,7,1,8,4.166667,1,9,4.333333,2,5,2.5,1,2,1.25,0,0,0,0,0,0,0.717073,0,0,2,0,2,0
1,7,4,0,1,0,15,0,6,6,76,1,6,17,0,3,5,1.55,20,4,6,3,72,2,0,4,1,8,3,0,5,2.166667,0,5,2,1,1,0.625,0,0,0,0,0,0,0.972222,0,0,1,0,1,0
2,12,4,0,1,0,20,0,10,7,118,1,7,28,0,5,5,1.22,24,4,7,3,60,2,0,7,1,9,4.285714,1,9,4.714286,0,5,2.857143,2,2,1.333333,1,0,0,0,0,0,0.886076,0,0,2,0,2,0
2,6,3,0,1,0,17,0,6,8,92,1,8,19,0,4,6,1.53,21,3,8,2,78,2,0,4,1,9,3.125,0,5,1.75,0,3,1.75,1,1,0.7,0,0,0,0,0,0,0.976879,0,0,1,0,1,0
1,9,4,0,2,0,12,0,1,4,22,1,4,11,0,2,3,0.52,17,4,4,3,50,2,0,3,1,7,4.25,1,10,4.25,1,4,2,1,1,0.666667,0,0,0,0,0,0,0.333333,0,0,5,0,2,0
1,5,3,0,1,0,16,0,0,9,15,1,9,18,0,2,8,0.26,22,3,9,2,33,2,0,6,1,8,4,0,9,3.111111,0,3,1.333333,1,1,0.363636,0,0,0,0,0,0,0.468085,0,0,5,0,1,0
0,6,2,0,1,1,12,0,0,7,15,1,7,24,0,1,7,0.26,45,2,7,2,14,2,0,3,1,5,2.571429,1,2,2,2,2,1.714286,1,1,0.777778,0,0,0,0,0,0,0.871795,0,0,3,0,0,0
6,17,37,5,4,0,239,0,1,40,129,1,40,96,1,38,28,0.18,90,8,40,6,94,1,1,11,2,43,9.8,0,25,4.2,1,22,4.25,1,3,1.309524,0,0,0,0,0,0,0.533262,0,0,2,0,5,1
0,4,2,0,1,0,5,0,7,4,43,1,4,9,0,0,4,1.87,11,2,4,1,0,2,0,5,1,3,2,1,5,2.75,2,2,1.25,1,1,0.428571,0,0,0,0,0,0,0.909091,0,0,2,0,1,0
3,6,3,0,1,34,9,4,1,6,56,2,6,56,0,3,3,0.5,58,3,2,2,98,1,0,6,2,7,2.166667,0,5,2.5,1,3,1.5,1,1,0.444444,0,0,0,0,0,0,0.587156,0,0,3,0,3,1
12,10,10,9,1,9,392,0,2,150,463,1,150,358,35,36,94,0.28,285,10,150,3,96,1,1,36,3,41,5.4,0,20,4.106667,0,109,5.426667,1,3,0.907895,0,1,1,1,10,3,0.40326,1,0,5,1,8,11
0,1,1,0,1,0,8,0,2,8,35,1,8,10,0,0,8,3.18,15,1,8,1,0,0,1,2,0,3,1.125,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.360656,0,0,5,0,0,0
8,12,19,78,2,15,429,1,0,87,163,1,87,149,0,1,1,0.15,216,19,86,5,93,1,0,18,1,27,7,1,21,4.103448,1,1224,31.218391,1,3,0.966292,0,0,0,0,0,0,0.870968,0,0,2,0,4,0
25,11,21,19,2,13,290,0,1,85,239,1,85,174,6,28,35,0.24,140,6,85,3,94,1,1,29,1,28,8.364706,0,27,5.023529,0,17,3.141176,1,3,0.632184,0,0,0,0,0,0,0.592727,0,0,4,0,7,4
38,8,9,0,1,112,342,0,1,214,455,1,214,512,4,8,172,0.25,446,9,214,2,99,1,1,17,2,150,4.116822,0,11,3.61215,0,80,1.976636,1,5,0.49537,0,1,1,1,2,2,0.580036,1,0,4,1,5,0
3,26,2,0,1,3,23,16,14,17,285,1,17,164,0,0,14,0.63,93,2,1,1,72,1,0,8,1,11,6.470588,0,12,5.823529,1,2,1.352941,1,1,0.421053,0,0,0,0,0,0,0.506603,0,0,3,0,3,0
4,35,15,0,2,3,46,7,12,8,134,1,8,93,0,0,4,0.46,74,15,1,6,83,1,0,5,1,8,5.625,0,14,3.75,1,576,79.5,1,2,1.4,0,0,0,0,0,0,0.848548,0,0,2,0,2,0
0,1,1,0,1,0,2,0,0,2,15,1,2,4,0,0,2,3,8,1,2,1,0,0,3,1,0,1,0.5,0,1,0.5,0,1,1,1,0,0,0,0,0,0,0,0,0.642857,0,0,3,0,0,0
0,4,3,0,1,0,12,0,0,10,16,1,10,19,0,0,10,0.35,19,3,10,1,0,3,0,4,1,23,9,3,4,2.3,2,2,1.1,1,1,0.25,0,0,0,0,0,0,0.666667,0,0,3,0,1,0
5,20,11,0,1,10,67,0,10,15,258,1,15,126,0,12,10,0.72,82,11,15,4,87,1,0,5,1,20,7.4,1,17,5.933333,1,76,10.333333,1,3,1.705882,0,0,0,0,0,0,0.542692,0,0,3,0,2,0
0,3,1,3,1,0,3,0,0,3,17,1,3,8,0,3,0,1.13,15,1,3,1,66,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.489362,0,0,3,0,0,0
0,27,10,0,1,0,22,5,2,5,31,1,5,28,0,0,5,0.22,23,10,0,4,0,1,0,8,1,7,4.6,4,17,11,5,61,16.2,1,5,2.428571,0,0,0,0,0,0,0.430108,0,0,3,0,2,0
0,4,3,0,1,0,10,1,7,5,63,1,5,19,0,3,5,1.7,14,3,4,2,60,1,0,1,1,8,4.2,2,9,2.8,1,3,1.6,1,1,0.571429,0,0,0,0,0,0,0.947368,0,0,2,0,0,0
3,6,1,0,1,1,7,6,3,7,53,1,7,12,0,0,4,1.15,17,1,1,1,100,1,0,0,1,3,2.571429,0,3,1.857143,1,1,1,1,0,0,0,0,0,0,0,0,0.784483,0,0,3,0,0,0
0,4,1,0,1,0,3,0,0,3,21,1,3,9,0,2,3,1.24,13,1,3,1,33,1,0,0,2,1,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0.490196,0,0,3,0,0,0
0,3,1,0,1,0,3,0,0,3,18,1,3,6,0,1,3,1.38,11,1,3,1,0,1,0,0,2,1,1,1,2,1.666667,1,1,1,1,0,0,0,0,0,0,0,0,0.463415,0,0,3,0,0,0
