6,1,0,6,3,0,0,0,15.0,3.0,9,0,1,0.0,2,14.0,3.0,0
14,1,3,11,300,0,25,0,492.0,25.0,7,17,7,0.0,7,172.0,115.0,0
4,1,4,0,3,0,6,0,11.0,3.0,15,2,0,0.0,3,3.0,3.0,1
1,2,1,0,0,0,1,0,4.0,1.0,12,0,0,1.0,1,1.0,1.0,0
0,1,0,0,0,0,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
2,1,0,2,1,0,0,0,6.0,2.0,9,0,0,0.0,2,8.0,2.0,0
12,2,3,9,45,0,6,0,153.0,10.0,20,6,1,0.0,4,34.0,39.0,0
3,2,2,1,1,0,0,2,8.0,2.0,27,0,0,0.0,0,3.0,3.0,0
2,2,1,1,10,0,0,2,13.0,5.0,97,0,0,0.0,5,9.0,4.0,1
10,1,8,2,36,3,2,0,21.0,9.0,7,1,0,0.0,5,12.0,7.0,0
7,1,1,7,45,0,9,0,77.0,10.0,33,6,3,0.0,5,29.0,22.0,1
22,1,18,4,6,0,2,0,24.0,4.0,7,2,0,0.0,4,17.0,8.0,0
4,1,0,4,1,0,0,0,8.0,2.0,9,0,0,0.0,2,8.0,2.0,0
0,1,0,0,0,0,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
0,2,0,0,0,0,138,3,0.0,0.0,12,1,0,137.0,0,0.0,0.0,0
0,1,0,0,0,0,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
40,1,3,37,2016,1,111,0,1805.0,64.0,7,82,47,2.0,3,836.0,410.0,3
4,1,0,4,1,0,0,0,9.0,2.0,9,0,0,0.0,2,8.0,2.0,0
12,2,1,11,190,0,6,0,120.0,20.0,42,2,0,0.0,17,54.0,38.0,0
1,1,1,0,6,0,6,0,15.0,4.0,15,4,0,0.0,4,4.0,4.0,0
0,1,0,0,0,0,25,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,1
2,1,0,2,1,0,2,0,30.0,2.0,7,2,0,0.0,2,10.0,5.0,0
